Code,Description,Source,Decision
X40J4,Type I diabetes mellitus,V3,1
Xa4g7,Unstable type I diabetes mellitus,V3,1
C1080,Type I diabetes mellitus with renal complications,V3,1
XaF04,Type I diabetes mellitus with nephropathy,V3,1
XaIzM,Type 1 diabetes mellitus with persistent proteinuria,V3,1
XaIzN,Type 1 diabetes mellitus with persistent microalbuminuria,V3,1
C1081,Type I diabetes mellitus with ophthalmic complications,V3,1
C1087,Type I diabetes mellitus with retinopathy,V3,1
XaFm8,Type I diabetes mellitus with diabetic cataract,V3,1
XaJSr,Type 1 diabetes mellitus with exudative maculopathy,V3,1
C1082,Type I diabetes mellitus with neurological complications,V3,1
XaKyW,Type 1 diabetes mellitus with gastroparesis,V3,1
C1083,Type I diabetes mellitus with multiple complications,V3,1
C1085,Type I diabetes mellitus with ulcer,V3,1
C1086,Type I diabetes mellitus with gangrene,V3,1
C1088,Type I diabetes mellitus - poor control,V3,1
C1089,Type I diabetes mellitus maturity onset,V3,1
XaELP,Type I diabetes mellitus without complication,V3,1
XaFWG,Type I diabetes mellitus with hypoglycaemic coma,V3,1
XaFmK,Type I diabetes mellitus with peripheral angiopathy,V3,1
XaFmL,Type I diabetes mellitus with arthropathy,V3,1
C1010,Type 1 diabetes mellitus with ketoacidosis,V3,1
C1030,Type 1 diabetes mellitus with ketoacidotic coma,V3,1
C10E.,Type I diabetes mellitus,V2,1
C1084,Unstable type I diabetes mellitus,V2,1
C10E4,Unstable type I diabetes mellitus,V2,1
C1080,Type I diabetes mellitus with renal complications,V2,1
C108D,Type I diabetes mellitus with nephropathy,V2,1
C10EK,Type 1 diabetes mellitus with persistent proteinuria,V2,1
C10EL,Type 1 diabetes mellitus with persistent microalbuminuria,V2,1
C1081,Type I diabetes mellitus with ophthalmic complications,V2,1
C1087,Type I diabetes mellitus with retinopathy,V2,1
C108F,Type I diabetes mellitus with diabetic cataract,V2,1
C10EP,Type 1 diabetes mellitus with exudative maculopathy,V2,1
C1082,Type I diabetes mellitus with neurological complications,V2,1
C10EQ,Type 1 diabetes mellitus with gastroparesis,V2,1
C1083,Type I diabetes mellitus with multiple complications,V2,1
C1085,Type I diabetes mellitus with ulcer,V2,1
C1086,Type I diabetes mellitus with gangrene,V2,1
C1088,Type I diabetes mellitus - poor control,V2,1
C1089,Type I diabetes mellitus maturity onset,V2,1
C108A,Type I diabetes mellitus without complication,V2,1
C10EA,Type I diabetes mellitus without complication,V2,1
C108E,Type I diabetes mellitus with hypoglycaemic coma,V2,1
